"Indicator Code","Country or Area Code","Country or Area","Time Code","Year","Value","Value Footnotes"
"SM.POP.NETM","AFG","Afghanistan","YR2012","2012","473007",""
"SM.POP.NETM","AFG","Afghanistan","YR2007","2007","-677497",""
"SM.POP.NETM","AFG","Afghanistan","YR2002","2002","804120",""
"SM.POP.NETM","AFG","Afghanistan","YR1997","1997","-379474",""
"SM.POP.NETM","AFG","Afghanistan","YR1992","1992","2227474",""
"SM.POP.NETM","AFG","Afghanistan","YR1987","1987","-1484185",""
"SM.POP.NETM","AFG","Afghanistan","YR1982","1982","-3418299",""
"SM.POP.NETM","AFG","Afghanistan","YR1977","1977","-1117459",""
"SM.POP.NETM","AFG","Afghanistan","YR1972","1972","-20000",""
"SM.POP.NETM","AFG","Afghanistan","YR1967","1967","-20000",""
"SM.POP.NETM","AFG","Afghanistan","YR1962","1962","-20000",""
"SM.POP.NETM","ALB","Albania","YR2012","2012","-91750",""
"SM.POP.NETM","ALB","Albania","YR2007","2007","-252926",""
"SM.POP.NETM","ALB","Albania","YR2002","2002","-175406",""
"SM.POP.NETM","ALB","Albania","YR1997","1997","-179606",""
"SM.POP.NETM","ALB","Albania","YR1992","1992","-443212",""
"SM.POP.NETM","ALB","Albania","YR1987","1987","-99",""
"SM.POP.NETM","ALB","Albania","YR1982","1982","-99",""
"SM.POP.NETM","ALB","Albania","YR1977","1977","-99",""
"SM.POP.NETM","ALB","Albania","YR1972","1972","-99",""
"SM.POP.NETM","ALB","Albania","YR1967","1967","-99",""
"SM.POP.NETM","ALB","Albania","YR1962","1962","-99",""
"SM.POP.NETM","DZA","Algeria","YR2012","2012","-143268",""
"SM.POP.NETM","DZA","Algeria","YR2007","2007","-357340",""
"SM.POP.NETM","DZA","Algeria","YR2002","2002","-205228",""
"SM.POP.NETM","DZA","Algeria","YR1997","1997","-164413",""
"SM.POP.NETM","DZA","Algeria","YR1992","1992","-128679",""
"SM.POP.NETM","DZA","Algeria","YR1987","1987","-93302",""
"SM.POP.NETM","DZA","Algeria","YR1982","1982","-81020",""
"SM.POP.NETM","DZA","Algeria","YR1977","1977","-224833",""
"SM.POP.NETM","DZA","Algeria","YR1972","1972","-247822",""
"SM.POP.NETM","DZA","Algeria","YR1967","1967","-121335",""
"SM.POP.NETM","DZA","Algeria","YR1962","1962","-284266",""
"SM.POP.NETM","AGO","Angola","YR2012","2012","102322",""
"SM.POP.NETM","AGO","Angola","YR2007","2007","85286",""
"SM.POP.NETM","AGO","Angola","YR2002","2002","172594",""
"SM.POP.NETM","AGO","Angola","YR1997","1997","-126701",""
"SM.POP.NETM","AGO","Angola","YR1992","1992","142811",""
"SM.POP.NETM","AGO","Angola","YR1987","1987","-150282",""
"SM.POP.NETM","AGO","Angola","YR1982","1982","234149",""
"SM.POP.NETM","AGO","Angola","YR1977","1977","11455",""
"SM.POP.NETM","AGO","Angola","YR1972","1972","-80955",""
"SM.POP.NETM","AGO","Angola","YR1967","1967","-201155",""
"SM.POP.NETM","AGO","Angola","YR1962","1962","-135000",""
"SM.POP.NETM","ATG","Antigua and Barbuda","YR2012","2012","-56",""
"SM.POP.NETM","ATG","Antigua and Barbuda","YR2007","2007","-92",""
"SM.POP.NETM","ATG","Antigua and Barbuda","YR2002","2002","-282",""
"SM.POP.NETM","ATG","Antigua and Barbuda","YR1997","1997","4421",""
"SM.POP.NETM","ATG","Antigua and Barbuda","YR1992","1992","2617",""
"SM.POP.NETM","ATG","Antigua and Barbuda","YR1987","1987","-7629",""
"SM.POP.NETM","ATG","Antigua and Barbuda","YR1982","1982","-8840",""
"SM.POP.NETM","ATG","Antigua and Barbuda","YR1977","1977","-3492",""
"SM.POP.NETM","ATG","Antigua and Barbuda","YR1972","1972","-2874",""
"SM.POP.NETM","ATG","Antigua and Barbuda","YR1967","1967","-1625",""
"SM.POP.NETM","ATG","Antigua and Barbuda","YR1962","1962","-1703",""
"SM.POP.NETM","ARB","Arab World","YR2012","2012","-1168750",""
"SM.POP.NETM","ARB","Arab World","YR2007","2007","4413525",""
"SM.POP.NETM","ARB","Arab World","YR2002","2002","396646",""
"SM.POP.NETM","ARB","Arab World","YR1997","1997","-1432980",""
"SM.POP.NETM","ARB","Arab World","YR1992","1992","293332",""
"SM.POP.NETM","ARB","Arab World","YR1987","1987","-1021606",""
"SM.POP.NETM","ARB","Arab World","YR1982","1982","103693",""
"SM.POP.NETM","ARB","Arab World","YR1977","1977","1697107",""
"SM.POP.NETM","ARB","Arab World","YR1972","1972","-876979",""
"SM.POP.NETM","ARB","Arab World","YR1967","1967","-849826",""
"SM.POP.NETM","ARB","Arab World","YR1962","1962","-485569",""
"SM.POP.NETM","ARG","Argentina","YR2012","2012","30000",""
"SM.POP.NETM","ARG","Argentina","YR2007","2007","-84998",""
"SM.POP.NETM","ARG","Argentina","YR2002","2002","-90000",""
"SM.POP.NETM","ARG","Argentina","YR1997","1997","-80000",""
"SM.POP.NETM","ARG","Argentina","YR1992","1992","29999",""
"SM.POP.NETM","ARG","Argentina","YR1987","1987","160002",""
"SM.POP.NETM","ARG","Argentina","YR1982","1982","139999",""
"SM.POP.NETM","ARG","Argentina","YR1977","1977","-230001",""
"SM.POP.NETM","ARG","Argentina","YR1972","1972","290000",""
"SM.POP.NETM","ARG","Argentina","YR1967","1967","130001",""
"SM.POP.NETM","ARG","Argentina","YR1962","1962","122001",""
"SM.POP.NETM","ARM","Armenia","YR2012","2012","-9876",""
"SM.POP.NETM","ARM","Armenia","YR2007","2007","-136009",""
"SM.POP.NETM","ARM","Armenia","YR2002","2002","-143966",""
"SM.POP.NETM","ARM","Armenia","YR1997","1997","-223873",""
"SM.POP.NETM","ARM","Armenia","YR1992","1992","-496288",""
"SM.POP.NETM","ARM","Armenia","YR1987","1987","-58313",""
"SM.POP.NETM","ARM","Armenia","YR1982","1982","-22331",""
"SM.POP.NETM","ARM","Armenia","YR1977","1977","35724",""
"SM.POP.NETM","ARM","Armenia","YR1972","1972","86404",""
"SM.POP.NETM","ARM","Armenia","YR1967","1967","103399",""
"SM.POP.NETM","ARM","Armenia","YR1962","1962","70335",""
"SM.POP.NETM","ABW","Aruba","YR2012","2012","1253",""
"SM.POP.NETM","ABW","Aruba","YR2007","2007","-441",""
"SM.POP.NETM","ABW","Aruba","YR2002","2002","6263",""
"SM.POP.NETM","ABW","Aruba","YR1997","1997","6926",""
"SM.POP.NETM","ABW","Aruba","YR1992","1992","14218",""
"SM.POP.NETM","ABW","Aruba","YR1987","1987","-5194",""
"SM.POP.NETM","ABW","Aruba","YR1982","1982","-1921",""
"SM.POP.NETM","ABW","Aruba","YR1977","1977","-5470",""
"SM.POP.NETM","ABW","Aruba","YR1972","1972","-3537",""
"SM.POP.NETM","ABW","Aruba","YR1967","1967","-4275",""
"SM.POP.NETM","ABW","Aruba","YR1962","1962","-4323",""
"SM.POP.NETM","AUS","Australia","YR2012","2012","1023107",""
"SM.POP.NETM","AUS","Australia","YR2007","2007","1132688",""
"SM.POP.NETM","AUS","Australia","YR2002","2002","575104",""
"SM.POP.NETM","AUS","Australia","YR1997","1997","377552",""
"SM.POP.NETM","AUS","Australia","YR1992","1992","351078",""
"SM.POP.NETM","AUS","Australia","YR1987","1987","666233",""
"SM.POP.NETM","AUS","Australia","YR1982","1982","456227",""
"SM.POP.NETM","AUS","Australia","YR1977","1977","235744",""
"SM.POP.NETM","AUS","Australia","YR1972","1972","264129",""
"SM.POP.NETM","AUS","Australia","YR1967","1967","852782",""
"SM.POP.NETM","AUS","Australia","YR1962","1962","382989",""
"SM.POP.NETM","AUT","Austria","YR2012","2012","147089",""
"SM.POP.NETM","AUT","Austria","YR2007","2007","153763",""
"SM.POP.NETM","AUT","Austria","YR2002","2002","178117",""
"SM.POP.NETM","AUT","Austria","YR1997","1997","65082",""
"SM.POP.NETM","AUT","Austria","YR1992","1992","227841",""
"SM.POP.NETM","AUT","Austria","YR1987","1987","110999",""
"SM.POP.NETM","AUT","Austria","YR1982","1982","18002",""
"SM.POP.NETM","AUT","Austria","YR1977","1977","5502",""
"SM.POP.NETM","AUT","Austria","YR1972","1972","82001",""
"SM.POP.NETM","AUT","Austria","YR1967","1967","50401",""
"SM.POP.NETM","AUT","Austria","YR1962","1962","15996",""
"SM.POP.NETM","AZE","Azerbaijan","YR2012","2012","-16125",""
"SM.POP.NETM","AZE","Azerbaijan","YR2007","2007","-96798",""
"SM.POP.NETM","AZE","Azerbaijan","YR2002","2002","10655",""
"SM.POP.NETM","AZE","Azerbaijan","YR1997","1997","-119785",""
"SM.POP.NETM","AZE","Azerbaijan","YR1992","1992","-105573",""
"SM.POP.NETM","AZE","Azerbaijan","YR1987","1987","-118757",""
"SM.POP.NETM","AZE","Azerbaijan","YR1982","1982","-40822",""
"SM.POP.NETM","AZE","Azerbaijan","YR1977","1977","-28122",""
"SM.POP.NETM","AZE","Azerbaijan","YR1972","1972","14620",""
"SM.POP.NETM","AZE","Azerbaijan","YR1967","1967","50466",""
"SM.POP.NETM","AZE","Azerbaijan","YR1962","1962","66429",""
"SM.POP.NETM","BHS","Bahamas, The","YR2012","2012","9672",""
"SM.POP.NETM","BHS","Bahamas, The","YR2007","2007","14363",""
"SM.POP.NETM","BHS","Bahamas, The","YR2002","2002","15483",""
"SM.POP.NETM","BHS","Bahamas, The","YR1997","1997","-3097",""
"SM.POP.NETM","BHS","Bahamas, The","YR1992","1992","-395",""
"SM.POP.NETM","BHS","Bahamas, The","YR1987","1987","-1099",""
"SM.POP.NETM","BHS","Bahamas, The","YR1982","1982","180",""
"SM.POP.NETM","BHS","Bahamas, The","YR1977","1977","2791",""
"SM.POP.NETM","BHS","Bahamas, The","YR1972","1972","887",""
"SM.POP.NETM","BHS","Bahamas, The","YR1967","1967","14080",""
"SM.POP.NETM","BHS","Bahamas, The","YR1962","1962","14357",""
"SM.POP.NETM","BHR","Bahrain","YR2012","2012","29915",""
"SM.POP.NETM","BHR","Bahrain","YR2007","2007","316544",""
"SM.POP.NETM","BHR","Bahrain","YR2002","2002","133500",""
"SM.POP.NETM","BHR","Bahrain","YR1997","1997","43086",""
"SM.POP.NETM","BHR","Bahrain","YR1992","1992","5480",""
"SM.POP.NETM","BHR","Bahrain","YR1987","1987","12899",""
"SM.POP.NETM","BHR","Bahrain","YR1982","1982","3195",""
"SM.POP.NETM","BHR","Bahrain","YR1977","1977","48962",""
"SM.POP.NETM","BHR","Bahrain","YR1972","1972","19123",""
"SM.POP.NETM","BHR","Bahrain","YR1967","1967","-7199",""
"SM.POP.NETM","BHR","Bahrain","YR1962","1962","-4341",""
"SM.POP.NETM","BGD","Bangladesh","YR2012","2012","-2226481",""
"SM.POP.NETM","BGD","Bangladesh","YR2007","2007","-3570954",""
"SM.POP.NETM","BGD","Bangladesh","YR2002","2002","-1700003",""
"SM.POP.NETM","BGD","Bangladesh","YR1997","1997","-756121",""
"SM.POP.NETM","BGD","Bangladesh","YR1992","1992","-853717",""
"SM.POP.NETM","BGD","Bangladesh","YR1987","1987","-219363",""
"SM.POP.NETM","BGD","Bangladesh","YR1982","1982","-837319",""
"SM.POP.NETM","BGD","Bangladesh","YR1977","1977","-1101492",""
"SM.POP.NETM","BGD","Bangladesh","YR1972","1972","-3028254",""
"SM.POP.NETM","BGD","Bangladesh","YR1967","1967","-161822",""
"SM.POP.NETM","BGD","Bangladesh","YR1962","1962","-142378",""
"SM.POP.NETM","BRB","Barbados","YR2012","2012","2180",""
"SM.POP.NETM","BRB","Barbados","YR2007","2007","2050",""
"SM.POP.NETM","BRB","Barbados","YR2002","2002","-77",""
"SM.POP.NETM","BRB","Barbados","YR1997","1997","-1323",""
"SM.POP.NETM","BRB","Barbados","YR1992","1992","-3263",""
"SM.POP.NETM","BRB","Barbados","YR1987","1987","-4077",""
"SM.POP.NETM","BRB","Barbados","YR1982","1982","-5589",""
"SM.POP.NETM","BRB","Barbados","YR1977","1977","-3595",""
"SM.POP.NETM","BRB","Barbados","YR1972","1972","-5433",""
"SM.POP.NETM","BRB","Barbados","YR1967","1967","-11880",""
"SM.POP.NETM","BRB","Barbados","YR1962","1962","-15903",""
"SM.POP.NETM","BLR","Belarus","YR2012","2012","120535",""
"SM.POP.NETM","BLR","Belarus","YR2007","2007","63933",""
"SM.POP.NETM","BLR","Belarus","YR2002","2002","-6382",""
"SM.POP.NETM","BLR","Belarus","YR1997","1997","56146",""
"SM.POP.NETM","BLR","Belarus","YR1992","1992","-63057",""
"SM.POP.NETM","BLR","Belarus","YR1987","1987","-6309",""
"SM.POP.NETM","BLR","Belarus","YR1982","1982","47114",""
"SM.POP.NETM","BLR","Belarus","YR1977","1977","10001",""
"SM.POP.NETM","BLR","Belarus","YR1972","1972","23022",""
"SM.POP.NETM","BLR","Belarus","YR1967","1967","57574",""
"SM.POP.NETM","BLR","Belarus","YR1962","1962","-125387",""
"SM.POP.NETM","BEL","Belgium","YR2012","2012","269998",""
"SM.POP.NETM","BEL","Belgium","YR2007","2007","267204",""
"SM.POP.NETM","BEL","Belgium","YR2002","2002","247560",""
"SM.POP.NETM","BEL","Belgium","YR1997","1997","67177",""
"SM.POP.NETM","BEL","Belgium","YR1992","1992","115391",""
"SM.POP.NETM","BEL","Belgium","YR1987","1987","44794",""
"SM.POP.NETM","BEL","Belgium","YR1982","1982","13460",""
"SM.POP.NETM","BEL","Belgium","YR1977","1977","70243",""
"SM.POP.NETM","BEL","Belgium","YR1972","1972","39275",""
"SM.POP.NETM","BEL","Belgium","YR1967","1967","86168",""
"SM.POP.NETM","BEL","Belgium","YR1962","1962","71911",""
"SM.POP.NETM","BLZ","Belize","YR2012","2012","7594",""
"SM.POP.NETM","BLZ","Belize","YR2007","2007","8722",""
"SM.POP.NETM","BLZ","Belize","YR2002","2002","5797",""
"SM.POP.NETM","BLZ","Belize","YR1997","1997","11909",""
"SM.POP.NETM","BLZ","Belize","YR1992","1992","-9011",""
"SM.POP.NETM","BLZ","Belize","YR1987","1987","-5404",""
"SM.POP.NETM","BLZ","Belize","YR1982","1982","-5332",""
"SM.POP.NETM","BLZ","Belize","YR1977","1977","-13542",""
"SM.POP.NETM","BLZ","Belize","YR1972","1972","-10665",""
"SM.POP.NETM","BLZ","Belize","YR1967","1967","-2957",""
"SM.POP.NETM","BLZ","Belize","YR1962","1962","-2418",""
"SM.POP.NETM","BEN","Benin","YR2012","2012","-10000",""
"SM.POP.NETM","BEN","Benin","YR2007","2007","50000",""
"SM.POP.NETM","BEN","Benin","YR2002","2002","98831",""
"SM.POP.NETM","BEN","Benin","YR1997","1997","-29287",""
"SM.POP.NETM","BEN","Benin","YR1992","1992","105000",""
"SM.POP.NETM","BEN","Benin","YR1987","1987","-8723",""
"SM.POP.NETM","BEN","Benin","YR1982","1982","-10848",""
"SM.POP.NETM","BEN","Benin","YR1977","1977","-19393",""
"SM.POP.NETM","BEN","Benin","YR1972","1972","-24845",""
"SM.POP.NETM","BEN","Benin","YR1967","1967","-23742",""
"SM.POP.NETM","BEN","Benin","YR1962","1962","-24295",""
"SM.POP.NETM","BTN","Bhutan","YR2012","2012","10000",""
"SM.POP.NETM","BTN","Bhutan","YR2007","2007","16829",""
"SM.POP.NETM","BTN","Bhutan","YR2002","2002","34976",""
"SM.POP.NETM","BTN","Bhutan","YR1997","1997","143",""
"SM.POP.NETM","BTN","Bhutan","YR1992","1992","-85887",""
"SM.POP.NETM","BTN","Bhutan","YR1987","1987","1595",""
"SM.POP.NETM","BTN","Bhutan","YR1982","1982","797",""
"SM.POP.NETM","BTN","Bhutan","YR1977","1977","15000",""
"SM.POP.NETM","BTN","Bhutan","YR1972","1972","20000",""
"SM.POP.NETM","BTN","Bhutan","YR1967","1967","10000",""
"SM.POP.NETM","BTN","Bhutan","YR1962","1962","5000",""
"SM.POP.NETM","BOL","Bolivia","YR2012","2012","-61794",""
"SM.POP.NETM","BOL","Bolivia","YR2007","2007","-84003",""
"SM.POP.NETM","BOL","Bolivia","YR2002","2002","-89995",""
"SM.POP.NETM","BOL","Bolivia","YR1997","1997","-83002",""
"SM.POP.NETM","BOL","Bolivia","YR1992","1992","-90997",""
"SM.POP.NETM","BOL","Bolivia","YR1987","1987","-106998",""
"SM.POP.NETM","BOL","Bolivia","YR1982","1982","-87002",""
"SM.POP.NETM","BOL","Bolivia","YR1977","1977","-60007",""
"SM.POP.NETM","BOL","Bolivia","YR1972","1972","-42998",""
"SM.POP.NETM","BOL","Bolivia","YR1967","1967","-37001",""
"SM.POP.NETM","BOL","Bolivia","YR1962","1962","-34003",""
"SM.POP.NETM","BIH","Bosnia and Herzegovina","YR2012","2012","-2506",""
"SM.POP.NETM","BIH","Bosnia and Herzegovina","YR2007","2007","3677",""
"SM.POP.NETM","BIH","Bosnia and Herzegovina","YR2002","2002","34820",""
"SM.POP.NETM","BIH","Bosnia and Herzegovina","YR1997","1997","-160020",""
"SM.POP.NETM","BIH","Bosnia and Herzegovina","YR1992","1992","-748374",""
"SM.POP.NETM","BIH","Bosnia and Herzegovina","YR1987","1987","-56374",""
"SM.POP.NETM","BIH","Bosnia and Herzegovina","YR1982","1982","-29999",""
"SM.POP.NETM","BIH","Bosnia and Herzegovina","YR1977","1977","-74999",""
"SM.POP.NETM","BIH","Bosnia and Herzegovina","YR1972","1972","-74999",""
"SM.POP.NETM","BIH","Bosnia and Herzegovina","YR1967","1967","-99999",""
"SM.POP.NETM","BIH","Bosnia and Herzegovina","YR1962","1962","-50002",""
"SM.POP.NETM","BWA","Botswana","YR2012","2012","20000",""
"SM.POP.NETM","BWA","Botswana","YR2007","2007","18730",""
"SM.POP.NETM","BWA","Botswana","YR2002","2002","21278",""
"SM.POP.NETM","BWA","Botswana","YR1997","1997","24546",""
"SM.POP.NETM","BWA","Botswana","YR1992","1992","17864",""
"SM.POP.NETM","BWA","Botswana","YR1987","1987","5803",""
"SM.POP.NETM","BWA","Botswana","YR1982","1982","601",""
"SM.POP.NETM","BWA","Botswana","YR1977","1977","14845",""
"SM.POP.NETM","BWA","Botswana","YR1972","1972","2326",""
"SM.POP.NETM","BWA","Botswana","YR1967","1967","-6020",""
"SM.POP.NETM","BWA","Botswana","YR1962","1962","-15000",""
"SM.POP.NETM","BRA","Brazil","YR2012","2012","15924",""
"SM.POP.NETM","BRA","Brazil","YR2007","2007","0",""
"SM.POP.NETM","BRA","Brazil","YR2002","2002","0",""
"SM.POP.NETM","BRA","Brazil","YR1997","1997","0",""
"SM.POP.NETM","BRA","Brazil","YR1992","1992","0",""
"SM.POP.NETM","BRA","Brazil","YR1987","1987","0",""
"SM.POP.NETM","BRA","Brazil","YR1982","1982","0",""
"SM.POP.NETM","BRA","Brazil","YR1977","1977","0",""
"SM.POP.NETM","BRA","Brazil","YR1972","1972","0",""
"SM.POP.NETM","BRA","Brazil","YR1967","1967","0",""
"SM.POP.NETM","BRA","Brazil","YR1962","1962","0",""
"SM.POP.NETM","BRN","Brunei Darussalam","YR2012","2012","2102",""
"SM.POP.NETM","BRN","Brunei Darussalam","YR2007","2007","2441",""
"SM.POP.NETM","BRN","Brunei Darussalam","YR2002","2002","2294",""
"SM.POP.NETM","BRN","Brunei Darussalam","YR1997","1997","1852",""
"SM.POP.NETM","BRN","Brunei Darussalam","YR1992","1992","1346",""
"SM.POP.NETM","BRN","Brunei Darussalam","YR1987","1987","243",""
"SM.POP.NETM","BRN","Brunei Darussalam","YR1982","1982","1827",""
"SM.POP.NETM","BRN","Brunei Darussalam","YR1977","1977","5624",""
"SM.POP.NETM","BRN","Brunei Darussalam","YR1972","1972","8005",""
"SM.POP.NETM","BRN","Brunei Darussalam","YR1967","1967","10747",""
"SM.POP.NETM","BRN","Brunei Darussalam","YR1962","1962","5209",""
"SM.POP.NETM","BGR","Bulgaria","YR2012","2012","-50000",""
"SM.POP.NETM","BGR","Bulgaria","YR2007","2007","-83002",""
"SM.POP.NETM","BGR","Bulgaria","YR2002","2002","-83002",""
"SM.POP.NETM","BGR","Bulgaria","YR1997","1997","-106602",""
"SM.POP.NETM","BGR","Bulgaria","YR1992","1992","-356464",""
"SM.POP.NETM","BGR","Bulgaria","YR1987","1987","-184143",""
"SM.POP.NETM","BGR","Bulgaria","YR1982","1982","-22346",""
"SM.POP.NETM","BGR","Bulgaria","YR1977","1977","-94868",""
"SM.POP.NETM","BGR","Bulgaria","YR1972","1972","-43396",""
"SM.POP.NETM","BGR","Bulgaria","YR1967","1967","-6423",""
"SM.POP.NETM","BGR","Bulgaria","YR1962","1962","-1437",""
"SM.POP.NETM","BFA","Burkina Faso","YR2012","2012","-125000",""
"SM.POP.NETM","BFA","Burkina Faso","YR2007","2007","-125000",""
"SM.POP.NETM","BFA","Burkina Faso","YR2002","2002","-125000",""
"SM.POP.NETM","BFA","Burkina Faso","YR1997","1997","-137499",""
"SM.POP.NETM","BFA","Burkina Faso","YR1992","1992","-150001",""
"SM.POP.NETM","BFA","Burkina Faso","YR1987","1987","-183699",""
"SM.POP.NETM","BFA","Burkina Faso","YR1982","1982","-217400",""
"SM.POP.NETM","BFA","Burkina Faso","YR1977","1977","-217400",""
"SM.POP.NETM","BFA","Burkina Faso","YR1972","1972","-170263",""
"SM.POP.NETM","BFA","Burkina Faso","YR1967","1967","-144723",""
"SM.POP.NETM","BFA","Burkina Faso","YR1962","1962","-144723",""
"SM.POP.NETM","BDI","Burundi","YR2012","2012","40000",""
"SM.POP.NETM","BDI","Burundi","YR2007","2007","163733",""
"SM.POP.NETM","BDI","Burundi","YR2002","2002","112532",""
"SM.POP.NETM","BDI","Burundi","YR1997","1997","-404999",""
"SM.POP.NETM","BDI","Burundi","YR1992","1992","-250000",""
"SM.POP.NETM","BDI","Burundi","YR1987","1987","-44320",""
"SM.POP.NETM","BDI","Burundi","YR1982","1982","-86002",""
"SM.POP.NETM","BDI","Burundi","YR1977","1977","-150288",""
"SM.POP.NETM","BDI","Burundi","YR1972","1972","-260594",""
"SM.POP.NETM","BDI","Burundi","YR1967","1967","-57900",""
"SM.POP.NETM","BDI","Burundi","YR1962","1962","-84989",""
"SM.POP.NETM","KHM","Cambodia","YR2012","2012","-149999",""
"SM.POP.NETM","KHM","Cambodia","YR2007","2007","-295987",""
"SM.POP.NETM","KHM","Cambodia","YR2002","2002","-35156",""
"SM.POP.NETM","KHM","Cambodia","YR1997","1997","348495",""
"SM.POP.NETM","KHM","Cambodia","YR1992","1992","409414",""
"SM.POP.NETM","KHM","Cambodia","YR1987","1987","-78022",""
"SM.POP.NETM","KHM","Cambodia","YR1982","1982","-88854",""
"SM.POP.NETM","KHM","Cambodia","YR1977","1977","-84999",""
"SM.POP.NETM","KHM","Cambodia","YR1972","1972","-125000",""
"SM.POP.NETM","KHM","Cambodia","YR1967","1967","-225001",""
"SM.POP.NETM","KHM","Cambodia","YR1962","1962","0",""
"SM.POP.NETM","CMR","Cameroon","YR2012","2012","-60000",""
"SM.POP.NETM","CMR","Cameroon","YR2007","2007","-90000",""
"SM.POP.NETM","CMR","Cameroon","YR2002","2002","-90000",""
"SM.POP.NETM","CMR","Cameroon","YR1997","1997","-80000",""
"SM.POP.NETM","CMR","Cameroon","YR1992","1992","-80000",""
"SM.POP.NETM","CMR","Cameroon","YR1987","1987","-65000",""
"SM.POP.NETM","CMR","Cameroon","YR1982","1982","-55000",""
"SM.POP.NETM","CMR","Cameroon","YR1977","1977","-8000",""
"SM.POP.NETM","CMR","Cameroon","YR1972","1972","-2500",""
"SM.POP.NETM","CMR","Cameroon","YR1967","1967","-1000",""
"SM.POP.NETM","CMR","Cameroon","YR1962","1962","0",""
"SM.POP.NETM","CAN","Canada","YR2012","2012","1175863",""
"SM.POP.NETM","CAN","Canada","YR2007","2007","1229905",""
"SM.POP.NETM","CAN","Canada","YR2002","2002","1026702",""
"SM.POP.NETM","CAN","Canada","YR1997","1997","761611",""
"SM.POP.NETM","CAN","Canada","YR1992","1992","698764",""
"SM.POP.NETM","CAN","Canada","YR1987","1987","875013",""
"SM.POP.NETM","CAN","Canada","YR1982","1982","376129",""
"SM.POP.NETM","CAN","Canada","YR1977","1977","438027",""
"SM.POP.NETM","CAN","Canada","YR1972","1972","771526",""
"SM.POP.NETM","CAN","Canada","YR1967","1967","608528",""
"SM.POP.NETM","CAN","Canada","YR1962","1962","178066",""
"SM.POP.NETM","CPV","Cape Verde","YR2012","2012","-11052",""
"SM.POP.NETM","CPV","Cape Verde","YR2007","2007","-25866",""
"SM.POP.NETM","CPV","Cape Verde","YR2002","2002","-9859",""
"SM.POP.NETM","CPV","Cape Verde","YR1997","1997","-2438",""
"SM.POP.NETM","CPV","Cape Verde","YR1992","1992","-6376",""
"SM.POP.NETM","CPV","Cape Verde","YR1987","1987","-27757",""
"SM.POP.NETM","CPV","Cape Verde","YR1982","1982","-20313",""
"SM.POP.NETM","CPV","Cape Verde","YR1977","1977","-27982",""
"SM.POP.NETM","CPV","Cape Verde","YR1972","1972","-34907",""
"SM.POP.NETM","CPV","Cape Verde","YR1967","1967","4267",""
"SM.POP.NETM","CPV","Cape Verde","YR1962","1962","-1167",""
"SM.POP.NETM","CAF","Central African Republic","YR2012","2012","10000",""
"SM.POP.NETM","CAF","Central African Republic","YR2007","2007","5000",""
"SM.POP.NETM","CAF","Central African Republic","YR2002","2002","-45000",""
"SM.POP.NETM","CAF","Central African Republic","YR1997","1997","11293",""
"SM.POP.NETM","CAF","Central African Republic","YR1992","1992","37392",""
"SM.POP.NETM","CAF","Central African Republic","YR1987","1987","-40982",""
"SM.POP.NETM","CAF","Central African Republic","YR1982","1982","40165",""
"SM.POP.NETM","CAF","Central African Republic","YR1977","1977","-1000",""
"SM.POP.NETM","CAF","Central African Republic","YR1972","1972","-20075",""
"SM.POP.NETM","CAF","Central African Republic","YR1967","1967","13145",""
"SM.POP.NETM","CAF","Central African Republic","YR1962","1962","11930",""
"SM.POP.NETM","TCD","Chad","YR2012","2012","100000",""
"SM.POP.NETM","TCD","Chad","YR2007","2007","70000",""
"SM.POP.NETM","TCD","Chad","YR2002","2002","218966",""
"SM.POP.NETM","TCD","Chad","YR1997","1997","69444",""
"SM.POP.NETM","TCD","Chad","YR1992","1992","-10374",""
"SM.POP.NETM","TCD","Chad","YR1987","1987","1418",""
"SM.POP.NETM","TCD","Chad","YR1982","1982","-131245",""
"SM.POP.NETM","TCD","Chad","YR1977","1977","-175500",""
"SM.POP.NETM","TCD","Chad","YR1972","1972","-49050",""
"SM.POP.NETM","TCD","Chad","YR1967","1967","-40950",""
"SM.POP.NETM","TCD","Chad","YR1962","1962","-5000",""
"SM.POP.NETM","CHI","Channel Islands","YR2012","2012","3654",""
"SM.POP.NETM","CHI","Channel Islands","YR2007","2007","4479",""
"SM.POP.NETM","CHI","Channel Islands","YR2002","2002","4592",""
"SM.POP.NETM","CHI","Channel Islands","YR1997","1997","3778",""
"SM.POP.NETM","CHI","Channel Islands","YR1992","1992","2120",""
"SM.POP.NETM","CHI","Channel Islands","YR1987","1987","6085",""
"SM.POP.NETM","CHI","Channel Islands","YR1982","1982","5380",""
"SM.POP.NETM","CHI","Channel Islands","YR1977","1977","1726",""
"SM.POP.NETM","CHI","Channel Islands","YR1972","1972","4250",""
"SM.POP.NETM","CHI","Channel Islands","YR1967","1967","3880",""
"SM.POP.NETM","CHI","Channel Islands","YR1962","1962","2934",""
"SM.POP.NETM","CHL","Chile","YR2012","2012","201289",""
"SM.POP.NETM","CHL","Chile","YR2007","2007","139345",""
"SM.POP.NETM","CHL","Chile","YR2002","2002","93789",""
"SM.POP.NETM","CHL","Chile","YR1997","1997","71640",""
"SM.POP.NETM","CHL","Chile","YR1992","1992","62545",""
"SM.POP.NETM","CHL","Chile","YR1987","1987","7909",""
"SM.POP.NETM","CHL","Chile","YR1982","1982","-37305",""
"SM.POP.NETM","CHL","Chile","YR1977","1977","-50998",""
