"Indicator Code","Country or Area Code","Country or Area","Time Code","Year","Value","Value Footnotes"
"SM.POP.NETM","GHA","Ghana","YR2007","2007","189259",""
"SM.POP.NETM","GHA","Ghana","YR2002","2002","165518",""
"SM.POP.NETM","GHA","Ghana","YR1997","1997","-112636",""
"SM.POP.NETM","GHA","Ghana","YR1992","1992","-16285",""
"SM.POP.NETM","GHA","Ghana","YR1987","1987","-30003",""
"SM.POP.NETM","GHA","Ghana","YR1982","1982","206001",""
"SM.POP.NETM","GHA","Ghana","YR1977","1977","-563999",""
"SM.POP.NETM","GHA","Ghana","YR1972","1972","-164002",""
"SM.POP.NETM","GHA","Ghana","YR1967","1967","-361999",""
"SM.POP.NETM","GHA","Ghana","YR1962","1962","0",""
"SM.POP.NETM","GRC","Greece","YR2012","2012","-136299",""
"SM.POP.NETM","GRC","Greece","YR2007","2007","80157",""
"SM.POP.NETM","GRC","Greece","YR2002","2002","113586",""
"SM.POP.NETM","GRC","Greece","YR1997","1997","297431",""
"SM.POP.NETM","GRC","Greece","YR1992","1992","464636",""
"SM.POP.NETM","GRC","Greece","YR1987","1987","158887",""
"SM.POP.NETM","GRC","Greece","YR1982","1982","114020",""
"SM.POP.NETM","GRC","Greece","YR1977","1977","330211",""
"SM.POP.NETM","GRC","Greece","YR1972","1972","10771",""
"SM.POP.NETM","GRC","Greece","YR1967","1967","-99122",""
"SM.POP.NETM","GRC","Greece","YR1962","1962","-145243",""
"SM.POP.NETM","GRD","Grenada","YR2012","2012","-4274",""
"SM.POP.NETM","GRD","Grenada","YR2007","2007","-4274",""
"SM.POP.NETM","GRD","Grenada","YR2002","2002","-4132",""
"SM.POP.NETM","GRD","Grenada","YR1997","1997","-4912",""
"SM.POP.NETM","GRD","Grenada","YR1992","1992","-3923",""
"SM.POP.NETM","GRD","Grenada","YR1987","1987","-15001",""
"SM.POP.NETM","GRD","Grenada","YR1982","1982","-288",""
"SM.POP.NETM","GRD","Grenada","YR1977","1977","-12867",""
"SM.POP.NETM","GRD","Grenada","YR1972","1972","-11426",""
"SM.POP.NETM","GRD","Grenada","YR1967","1967","-9319",""
"SM.POP.NETM","GRD","Grenada","YR1962","1962","-8968",""
"SM.POP.NETM","GUM","Guam","YR2012","2012","0",""
"SM.POP.NETM","GUM","Guam","YR2007","2007","-9776",""
"SM.POP.NETM","GUM","Guam","YR2002","2002","-9556",""
"SM.POP.NETM","GUM","Guam","YR1997","1997","-4116",""
"SM.POP.NETM","GUM","Guam","YR1992","1992","1739",""
"SM.POP.NETM","GUM","Guam","YR1987","1987","99",""
"SM.POP.NETM","GUM","Guam","YR1982","1982","109",""
"SM.POP.NETM","GUM","Guam","YR1977","1977","-1511",""
"SM.POP.NETM","GUM","Guam","YR1972","1972","-2131",""
"SM.POP.NETM","GUM","Guam","YR1967","1967","-1442",""
"SM.POP.NETM","GUM","Guam","YR1962","1962","-2905",""
"SM.POP.NETM","GTM","Guatemala","YR2012","2012","-120001",""
"SM.POP.NETM","GTM","Guatemala","YR2007","2007","-132000",""
"SM.POP.NETM","GTM","Guatemala","YR2002","2002","-199998",""
"SM.POP.NETM","GTM","Guatemala","YR1997","1997","-280001",""
"SM.POP.NETM","GTM","Guatemala","YR1992","1992","-260001",""
"SM.POP.NETM","GTM","Guatemala","YR1987","1987","-250001",""
"SM.POP.NETM","GTM","Guatemala","YR1982","1982","-220003",""
"SM.POP.NETM","GTM","Guatemala","YR1977","1977","-180001",""
"SM.POP.NETM","GTM","Guatemala","YR1972","1972","-81000",""
"SM.POP.NETM","GTM","Guatemala","YR1967","1967","-40498",""
"SM.POP.NETM","GTM","Guatemala","YR1962","1962","-19999",""
"SM.POP.NETM","GIN","Guinea","YR2012","2012","-10000",""
"SM.POP.NETM","GIN","Guinea","YR2007","2007","-55577",""
"SM.POP.NETM","GIN","Guinea","YR2002","2002","-368004",""
"SM.POP.NETM","GIN","Guinea","YR1997","1997","-246148",""
"SM.POP.NETM","GIN","Guinea","YR1992","1992","800000",""
"SM.POP.NETM","GIN","Guinea","YR1987","1987","162450",""
"SM.POP.NETM","GIN","Guinea","YR1982","1982","-38000",""
"SM.POP.NETM","GIN","Guinea","YR1977","1977","-353000",""
"SM.POP.NETM","GIN","Guinea","YR1972","1972","-275000",""
"SM.POP.NETM","GIN","Guinea","YR1967","1967","-18000",""
"SM.POP.NETM","GIN","Guinea","YR1962","1962","-13857",""
"SM.POP.NETM","GNB","Guinea-Bissau","YR2012","2012","-10000",""
"SM.POP.NETM","GNB","Guinea-Bissau","YR2007","2007","-25000",""
"SM.POP.NETM","GNB","Guinea-Bissau","YR2002","2002","-30000",""
"SM.POP.NETM","GNB","Guinea-Bissau","YR1997","1997","-30000",""
"SM.POP.NETM","GNB","Guinea-Bissau","YR1992","1992","-30000",""
"SM.POP.NETM","GNB","Guinea-Bissau","YR1987","1987","-28000",""
"SM.POP.NETM","GNB","Guinea-Bissau","YR1982","1982","-30000",""
"SM.POP.NETM","GNB","Guinea-Bissau","YR1977","1977","-28000",""
"SM.POP.NETM","GNB","Guinea-Bissau","YR1972","1972","-15000",""
"SM.POP.NETM","GNB","Guinea-Bissau","YR1967","1967","-7230",""
"SM.POP.NETM","GNB","Guinea-Bissau","YR1962","1962","-20000",""
"SM.POP.NETM","GUY","Guyana","YR2012","2012","-27278",""
"SM.POP.NETM","GUY","Guyana","YR2007","2007","-34129",""
"SM.POP.NETM","GUY","Guyana","YR2002","2002","-58713",""
"SM.POP.NETM","GUY","Guyana","YR1997","1997","-54757",""
"SM.POP.NETM","GUY","Guyana","YR1992","1992","-76825",""
"SM.POP.NETM","GUY","Guyana","YR1987","1987","-134808",""
"SM.POP.NETM","GUY","Guyana","YR1982","1982","-121338",""
"SM.POP.NETM","GUY","Guyana","YR1977","1977","-53966",""
"SM.POP.NETM","GUY","Guyana","YR1972","1972","-52068",""
"SM.POP.NETM","GUY","Guyana","YR1967","1967","-43195",""
"SM.POP.NETM","GUY","Guyana","YR1962","1962","2132",""
"SM.POP.NETM","HTI","Haiti","YR2012","2012","-150000",""
"SM.POP.NETM","HTI","Haiti","YR2007","2007","-138004",""
"SM.POP.NETM","HTI","Haiti","YR2002","2002","-139999",""
"SM.POP.NETM","HTI","Haiti","YR1997","1997","-144998",""
"SM.POP.NETM","HTI","Haiti","YR1992","1992","-140001",""
"SM.POP.NETM","HTI","Haiti","YR1987","1987","-135001",""
"SM.POP.NETM","HTI","Haiti","YR1982","1982","-124999",""
"SM.POP.NETM","HTI","Haiti","YR1977","1977","-97999",""
"SM.POP.NETM","HTI","Haiti","YR1972","1972","-88000",""
"SM.POP.NETM","HTI","Haiti","YR1967","1967","-58003",""
"SM.POP.NETM","HTI","Haiti","YR1962","1962","-51997",""
"SM.POP.NETM","HPC","Heavily indebted poor countries (HIPC)","YR2012","2012","-2672487",""
"SM.POP.NETM","HPC","Heavily indebted poor countries (HIPC)","YR2007","2007","-3090205",""
"SM.POP.NETM","HPC","Heavily indebted poor countries (HIPC)","YR2002","2002","-1375699",""
"SM.POP.NETM","HPC","Heavily indebted poor countries (HIPC)","YR1997","1997","-2697152",""
"SM.POP.NETM","HPC","Heavily indebted poor countries (HIPC)","YR1992","1992","3134824",""
"SM.POP.NETM","HPC","Heavily indebted poor countries (HIPC)","YR1987","1987","-2700825",""
"SM.POP.NETM","HPC","Heavily indebted poor countries (HIPC)","YR1982","1982","-5433668",""
"SM.POP.NETM","HPC","Heavily indebted poor countries (HIPC)","YR1977","1977","-3255550",""
"SM.POP.NETM","HPC","Heavily indebted poor countries (HIPC)","YR1972","1972","-1164717",""
"SM.POP.NETM","HPC","Heavily indebted poor countries (HIPC)","YR1967","1967","-253406",""
"SM.POP.NETM","HPC","Heavily indebted poor countries (HIPC)","YR1962","1962","-274305",""
"SM.POP.NETM","HIC","High income","YR2012","2012","15359563",""
"SM.POP.NETM","HIC","High income","YR2007","2007","22686636",""
"SM.POP.NETM","HIC","High income","YR2002","2002","18497281",""
"SM.POP.NETM","HIC","High income","YR1997","1997","14460563",""
"SM.POP.NETM","HIC","High income","YR1992","1992","11617847",""
"SM.POP.NETM","HIC","High income","YR1987","1987","8638343",""
"SM.POP.NETM","HIC","High income","YR1982","1982","7164586",""
"SM.POP.NETM","HIC","High income","YR1977","1977","7928492",""
"SM.POP.NETM","HIC","High income","YR1972","1972","7145777",""
"SM.POP.NETM","HIC","High income","YR1967","1967","3635870",""
"SM.POP.NETM","HIC","High income","YR1962","1962","3573488",""
"SM.POP.NETM","HND","Honduras","YR2012","2012","-80000",""
"SM.POP.NETM","HND","Honduras","YR2007","2007","-99997",""
"SM.POP.NETM","HND","Honduras","YR2002","2002","-149999",""
"SM.POP.NETM","HND","Honduras","YR1997","1997","-180003",""
"SM.POP.NETM","HND","Honduras","YR1992","1992","-119999",""
"SM.POP.NETM","HND","Honduras","YR1987","1987","-70001",""
"SM.POP.NETM","HND","Honduras","YR1982","1982","-50002",""
"SM.POP.NETM","HND","Honduras","YR1977","1977","-30000",""
"SM.POP.NETM","HND","Honduras","YR1972","1972","-50000",""
"SM.POP.NETM","HND","Honduras","YR1967","1967","-70000",""
"SM.POP.NETM","HND","Honduras","YR1962","1962","11000",""
"SM.POP.NETM","HKG","Hong Kong SAR, China","YR2012","2012","150000",""
"SM.POP.NETM","HKG","Hong Kong SAR, China","YR2007","2007","44716",""
"SM.POP.NETM","HKG","Hong Kong SAR, China","YR2002","2002","-41256",""
"SM.POP.NETM","HKG","Hong Kong SAR, China","YR1997","1997","550810",""
"SM.POP.NETM","HKG","Hong Kong SAR, China","YR1992","1992","155840",""
"SM.POP.NETM","HKG","Hong Kong SAR, China","YR1987","1987","160164",""
"SM.POP.NETM","HKG","Hong Kong SAR, China","YR1982","1982","82471",""
"SM.POP.NETM","HKG","Hong Kong SAR, China","YR1977","1977","401993",""
"SM.POP.NETM","HKG","Hong Kong SAR, China","YR1972","1972","66508",""
"SM.POP.NETM","HKG","Hong Kong SAR, China","YR1967","1967","-177802",""
"SM.POP.NETM","HKG","Hong Kong SAR, China","YR1962","1962","224481",""
"SM.POP.NETM","HUN","Hungary","YR2012","2012","29999",""
"SM.POP.NETM","HUN","Hungary","YR2007","2007","95789",""
"SM.POP.NETM","HUN","Hungary","YR2002","2002","66163",""
"SM.POP.NETM","HUN","Hungary","YR1997","1997","78562",""
"SM.POP.NETM","HUN","Hungary","YR1992","1992","96796",""
"SM.POP.NETM","HUN","Hungary","YR1987","1987","-99736",""
"SM.POP.NETM","HUN","Hungary","YR1982","1982","-119461",""
"SM.POP.NETM","HUN","Hungary","YR1977","1977","51236",""
"SM.POP.NETM","HUN","Hungary","YR1972","1972","-5948",""
"SM.POP.NETM","HUN","Hungary","YR1967","1967","-9921",""
"SM.POP.NETM","HUN","Hungary","YR1962","1962","3984",""
"SM.POP.NETM","ISL","Iceland","YR2012","2012","-378",""
"SM.POP.NETM","ISL","Iceland","YR2007","2007","8041",""
"SM.POP.NETM","ISL","Iceland","YR2002","2002","3894",""
"SM.POP.NETM","ISL","Iceland","YR1997","1997","1994",""
"SM.POP.NETM","ISL","Iceland","YR1992","1992","-1054",""
"SM.POP.NETM","ISL","Iceland","YR1987","1987","646",""
"SM.POP.NETM","ISL","Iceland","YR1982","1982","260",""
"SM.POP.NETM","ISL","Iceland","YR1977","1977","-3929",""
"SM.POP.NETM","ISL","Iceland","YR1972","1972","-1061",""
"SM.POP.NETM","ISL","Iceland","YR1967","1967","-2757",""
"SM.POP.NETM","ISL","Iceland","YR1962","1962","-732",""
"SM.POP.NETM","IND","India","YR2012","2012","-2598218",""
"SM.POP.NETM","IND","India","YR2007","2007","-2829378",""
"SM.POP.NETM","IND","India","YR2002","2002","-2206411",""
"SM.POP.NETM","IND","India","YR1997","1997","-716900",""
"SM.POP.NETM","IND","India","YR1992","1992","-677938",""
"SM.POP.NETM","IND","India","YR1987","1987","45147",""
"SM.POP.NETM","IND","India","YR1982","1982","483097",""
"SM.POP.NETM","IND","India","YR1977","1977","1132181",""
"SM.POP.NETM","IND","India","YR1972","1972","2118323",""
"SM.POP.NETM","IND","India","YR1967","1967","-245182",""
"SM.POP.NETM","IND","India","YR1962","1962","-85382",""
"SM.POP.NETM","IDN","Indonesia","YR2012","2012","-700000",""
"SM.POP.NETM","IDN","Indonesia","YR2007","2007","-1116994",""
"SM.POP.NETM","IDN","Indonesia","YR2002","2002","-851310",""
"SM.POP.NETM","IDN","Indonesia","YR1997","1997","-344962",""
"SM.POP.NETM","IDN","Indonesia","YR1992","1992","-381823",""
"SM.POP.NETM","IDN","Indonesia","YR1987","1987","-166738",""
"SM.POP.NETM","IDN","Indonesia","YR1982","1982","-49566",""
"SM.POP.NETM","IDN","Indonesia","YR1977","1977","-202747",""
"SM.POP.NETM","IDN","Indonesia","YR1972","1972","-90360",""
"SM.POP.NETM","IDN","Indonesia","YR1967","1967","-40261",""
"SM.POP.NETM","IDN","Indonesia","YR1962","1962","-107486",""
"SM.POP.NETM","IRN","Iran, Islamic Rep.","YR2012","2012","-300001",""
"SM.POP.NETM","IRN","Iran, Islamic Rep.","YR2007","2007","-549266",""
"SM.POP.NETM","IRN","Iran, Islamic Rep.","YR2002","2002","-70307",""
"SM.POP.NETM","IRN","Iran, Islamic Rep.","YR1997","1997","615293",""
"SM.POP.NETM","IRN","Iran, Islamic Rep.","YR1992","1992","-2276004",""
"SM.POP.NETM","IRN","Iran, Islamic Rep.","YR1987","1987","1344377",""
"SM.POP.NETM","IRN","Iran, Islamic Rep.","YR1982","1982","1969420",""
"SM.POP.NETM","IRN","Iran, Islamic Rep.","YR1977","1977","419996",""
"SM.POP.NETM","IRN","Iran, Islamic Rep.","YR1972","1972","77633",""
"SM.POP.NETM","IRN","Iran, Islamic Rep.","YR1967","1967","51755",""
"SM.POP.NETM","IRN","Iran, Islamic Rep.","YR1962","1962","-7838",""
"SM.POP.NETM","IRQ","Iraq","YR2012","2012","548666",""
"SM.POP.NETM","IRQ","Iraq","YR2007","2007","-457332",""
"SM.POP.NETM","IRQ","Iraq","YR2002","2002","-266320",""
"SM.POP.NETM","IRQ","Iraq","YR1997","1997","-17859",""
"SM.POP.NETM","IRQ","Iraq","YR1992","1992","-154026",""
"SM.POP.NETM","IRQ","Iraq","YR1987","1987","-630184",""
"SM.POP.NETM","IRQ","Iraq","YR1982","1982","-199939",""
"SM.POP.NETM","IRQ","Iraq","YR1977","1977","-47791",""
"SM.POP.NETM","IRQ","Iraq","YR1972","1972","-8587",""
"SM.POP.NETM","IRQ","Iraq","YR1967","1967","-6877",""
"SM.POP.NETM","IRQ","Iraq","YR1962","1962","-1862",""
"SM.POP.NETM","IRL","Ireland","YR2012","2012","-140001",""
"SM.POP.NETM","IRL","Ireland","YR2007","2007","198144",""
"SM.POP.NETM","IRL","Ireland","YR2002","2002","199949",""
"SM.POP.NETM","IRL","Ireland","YR1997","1997","83412",""
"SM.POP.NETM","IRL","Ireland","YR1992","1992","-10648",""
"SM.POP.NETM","IRL","Ireland","YR1987","1987","-115193",""
"SM.POP.NETM","IRL","Ireland","YR1982","1982","-50745",""
"SM.POP.NETM","IRL","Ireland","YR1977","1977","53058",""
"SM.POP.NETM","IRL","Ireland","YR1972","1972","37331",""
"SM.POP.NETM","IRL","Ireland","YR1967","1967","-50860",""
"SM.POP.NETM","IRL","Ireland","YR1962","1962","-109734",""
"SM.POP.NETM","ISR","Israel","YR2012","2012","19497",""
"SM.POP.NETM","ISR","Israel","YR2007","2007","273635",""
"SM.POP.NETM","ISR","Israel","YR2002","2002","102935",""
"SM.POP.NETM","ISR","Israel","YR1997","1997","245334",""
"SM.POP.NETM","ISR","Israel","YR1992","1992","456923",""
"SM.POP.NETM","ISR","Israel","YR1987","1987","65418",""
"SM.POP.NETM","ISR","Israel","YR1982","1982","2604",""
"SM.POP.NETM","ISR","Israel","YR1977","1977","62546",""
"SM.POP.NETM","ISR","Israel","YR1972","1972","165879",""
"SM.POP.NETM","ISR","Israel","YR1967","1967","72440",""
"SM.POP.NETM","ISR","Israel","YR1962","1962","208759",""
"SM.POP.NETM","ITA","Italy","YR2012","2012","528269",""
"SM.POP.NETM","ITA","Italy","YR2007","2007","1006308",""
"SM.POP.NETM","ITA","Italy","YR2002","2002","1624300",""
"SM.POP.NETM","ITA","Italy","YR1997","1997","223974",""
"SM.POP.NETM","ITA","Italy","YR1992","1992","152825",""
"SM.POP.NETM","ITA","Italy","YR1987","1987","-10058",""
"SM.POP.NETM","ITA","Italy","YR1982","1982","266352",""
"SM.POP.NETM","ITA","Italy","YR1977","1977","164927",""
"SM.POP.NETM","ITA","Italy","YR1972","1972","19396",""
"SM.POP.NETM","ITA","Italy","YR1967","1967","-231781",""
"SM.POP.NETM","ITA","Italy","YR1962","1962","-231607",""
"SM.POP.NETM","JAM","Jamaica","YR2012","2012","-97000",""
"SM.POP.NETM","JAM","Jamaica","YR2007","2007","-94999",""
"SM.POP.NETM","JAM","Jamaica","YR2002","2002","-91999",""
"SM.POP.NETM","JAM","Jamaica","YR1997","1997","-90002",""
"SM.POP.NETM","JAM","Jamaica","YR1992","1992","-109999",""
"SM.POP.NETM","JAM","Jamaica","YR1987","1987","-158694",""
"SM.POP.NETM","JAM","Jamaica","YR1982","1982","-80344",""
"SM.POP.NETM","JAM","Jamaica","YR1977","1977","-112462",""
"SM.POP.NETM","JAM","Jamaica","YR1972","1972","-103176",""
"SM.POP.NETM","JAM","Jamaica","YR1967","1967","-168398",""
"SM.POP.NETM","JAM","Jamaica","YR1962","1962","-147722",""
"SM.POP.NETM","JPN","Japan","YR2012","2012","350000",""
"SM.POP.NETM","JPN","Japan","YR2007","2007","445267",""
"SM.POP.NETM","JPN","Japan","YR2002","2002","622058",""
"SM.POP.NETM","JPN","Japan","YR1997","1997","16977",""
"SM.POP.NETM","JPN","Japan","YR1992","1992","451392",""
"SM.POP.NETM","JPN","Japan","YR1987","1987","-628168",""
"SM.POP.NETM","JPN","Japan","YR1982","1982","212063",""
"SM.POP.NETM","JPN","Japan","YR1977","1977","45014",""
"SM.POP.NETM","JPN","Japan","YR1972","1972","457099",""
"SM.POP.NETM","JPN","Japan","YR1967","1967","878290",""
"SM.POP.NETM","JPN","Japan","YR1962","1962","209163",""
"SM.POP.NETM","JOR","Jordan","YR2012","2012","229617",""
"SM.POP.NETM","JOR","Jordan","YR2007","2007","449998",""
"SM.POP.NETM","JOR","Jordan","YR2002","2002","-93897",""
"SM.POP.NETM","JOR","Jordan","YR1997","1997","-188262",""
"SM.POP.NETM","JOR","Jordan","YR1992","1992","401472",""
"SM.POP.NETM","JOR","Jordan","YR1987","1987","118198",""
"SM.POP.NETM","JOR","Jordan","YR1982","1982","81657",""
"SM.POP.NETM","JOR","Jordan","YR1977","1977","-80758",""
"SM.POP.NETM","JOR","Jordan","YR1972","1972","-29706",""
"SM.POP.NETM","JOR","Jordan","YR1967","1967","254352",""
"SM.POP.NETM","JOR","Jordan","YR1962","1962","35715",""
"SM.POP.NETM","KAZ","Kazakhstan","YR2012","2012","159807",""
"SM.POP.NETM","KAZ","Kazakhstan","YR2007","2007","-35196",""
"SM.POP.NETM","KAZ","Kazakhstan","YR2002","2002","44530",""
"SM.POP.NETM","KAZ","Kazakhstan","YR1997","1997","-1324984",""
"SM.POP.NETM","KAZ","Kazakhstan","YR1992","1992","-1511745",""
"SM.POP.NETM","KAZ","Kazakhstan","YR1987","1987","-656091",""
"SM.POP.NETM","KAZ","Kazakhstan","YR1982","1982","-398259",""
"SM.POP.NETM","KAZ","Kazakhstan","YR1977","1977","-313630",""
"SM.POP.NETM","KAZ","Kazakhstan","YR1972","1972","-55461",""
"SM.POP.NETM","KAZ","Kazakhstan","YR1967","1967","173343",""
"SM.POP.NETM","KAZ","Kazakhstan","YR1962","1962","691681",""
"SM.POP.NETM","KEN","Kenya","YR2012","2012","-50000",""
"SM.POP.NETM","KEN","Kenya","YR2007","2007","-189330",""
"SM.POP.NETM","KEN","Kenya","YR2002","2002","25144",""
"SM.POP.NETM","KEN","Kenya","YR1997","1997","-21386",""
"SM.POP.NETM","KEN","Kenya","YR1992","1992","221569",""
"SM.POP.NETM","KEN","Kenya","YR1987","1987","5023",""
"SM.POP.NETM","KEN","Kenya","YR1982","1982","3805",""
"SM.POP.NETM","KEN","Kenya","YR1977","1977","-2930",""
"SM.POP.NETM","KEN","Kenya","YR1972","1972","-17915",""
"SM.POP.NETM","KEN","Kenya","YR1967","1967","-19535",""
"SM.POP.NETM","KEN","Kenya","YR1962","1962","-20000",""
"SM.POP.NETM","KIR","Kiribati","YR2012","2012","-2130",""
"SM.POP.NETM","KIR","Kiribati","YR2007","2007","-578",""
"SM.POP.NETM","KIR","Kiribati","YR2002","2002","-2039",""
"SM.POP.NETM","KIR","Kiribati","YR1997","1997","-2977",""
"SM.POP.NETM","KIR","Kiribati","YR1992","1992","-4598",""
"SM.POP.NETM","KIR","Kiribati","YR1987","1987","-766",""
"SM.POP.NETM","KIR","Kiribati","YR1982","1982","-3112",""
"SM.POP.NETM","KIR","Kiribati","YR1977","1977","-2576",""
"SM.POP.NETM","KIR","Kiribati","YR1972","1972","-1500",""
"SM.POP.NETM","KIR","Kiribati","YR1967","1967","-1274",""
"SM.POP.NETM","KIR","Kiribati","YR1962","1962","-1219",""
"SM.POP.NETM","PRK","Korea, Dem. Rep.","YR2012","2012","0",""
"SM.POP.NETM","PRK","Korea, Dem. Rep.","YR2007","2007","0",""
"SM.POP.NETM","PRK","Korea, Dem. Rep.","YR2002","2002","0",""
"SM.POP.NETM","PRK","Korea, Dem. Rep.","YR1997","1997","0",""
"SM.POP.NETM","PRK","Korea, Dem. Rep.","YR1992","1992","0",""
"SM.POP.NETM","PRK","Korea, Dem. Rep.","YR1987","1987","0",""
"SM.POP.NETM","PRK","Korea, Dem. Rep.","YR1982","1982","0",""
"SM.POP.NETM","PRK","Korea, Dem. Rep.","YR1977","1977","0",""
"SM.POP.NETM","PRK","Korea, Dem. Rep.","YR1972","1972","0",""
"SM.POP.NETM","PRK","Korea, Dem. Rep.","YR1967","1967","0",""
"SM.POP.NETM","PRK","Korea, Dem. Rep.","YR1962","1962","0",""
"SM.POP.NETM","KOR","Korea, Rep.","YR2012","2012","300000",""
"SM.POP.NETM","KOR","Korea, Rep.","YR2007","2007","404715",""
"SM.POP.NETM","KOR","Korea, Rep.","YR2002","2002","229017",""
"SM.POP.NETM","KOR","Korea, Rep.","YR1997","1997","-293082",""
"SM.POP.NETM","KOR","Korea, Rep.","YR1992","1992","-633048",""
"SM.POP.NETM","KOR","Korea, Rep.","YR1987","1987","434981",""
"SM.POP.NETM","KOR","Korea, Rep.","YR1982","1982","317043",""
"SM.POP.NETM","KOR","Korea, Rep.","YR1977","1977","-165179",""
"SM.POP.NETM","KOR","Korea, Rep.","YR1972","1972","-449729",""
"SM.POP.NETM","KOR","Korea, Rep.","YR1967","1967","-389118",""
"SM.POP.NETM","KOR","Korea, Rep.","YR1962","1962","-281388",""
"SM.POP.NETM","KWT","Kuwait","YR2012","2012","517500",""
"SM.POP.NETM","KWT","Kuwait","YR2007","2007","522000",""
"SM.POP.NETM","KWT","Kuwait","YR2002","2002","139000",""
"SM.POP.NETM","KWT","Kuwait","YR1997","1997","98500",""
"SM.POP.NETM","KWT","Kuwait","YR1992","1992","-580898",""
"SM.POP.NETM","KWT","Kuwait","YR1987","1987","110759",""
"SM.POP.NETM","KWT","Kuwait","YR1982","1982","95952",""
"SM.POP.NETM","KWT","Kuwait","YR1977","1977","112656",""
"SM.POP.NETM","KWT","Kuwait","YR1972","1972","109162",""
"SM.POP.NETM","KWT","Kuwait","YR1967","1967","137534",""
"SM.POP.NETM","KWT","Kuwait","YR1962","1962","153599",""
"SM.POP.NETM","KGZ","Kyrgyz Republic","YR2012","2012","-113963",""
"SM.POP.NETM","KGZ","Kyrgyz Republic","YR2007","2007","-76604",""
"SM.POP.NETM","KGZ","Kyrgyz Republic","YR2002","2002","-172911",""
"SM.POP.NETM","KGZ","Kyrgyz Republic","YR1997","1997","-32705",""
"SM.POP.NETM","KGZ","Kyrgyz Republic","YR1992","1992","-271590",""
"SM.POP.NETM","KGZ","Kyrgyz Republic","YR1987","1987","-120200",""
"SM.POP.NETM","KGZ","Kyrgyz Republic","YR1982","1982","-39988",""
"SM.POP.NETM","KGZ","Kyrgyz Republic","YR1977","1977","17954",""
"SM.POP.NETM","KGZ","Kyrgyz Republic","YR1972","1972","34140",""
"SM.POP.NETM","KGZ","Kyrgyz Republic","YR1967","1967","110071",""
"SM.POP.NETM","KGZ","Kyrgyz Republic","YR1962","1962","116848",""
"SM.POP.NETM","LAO","Lao PDR","YR2012","2012","-117700",""
"SM.POP.NETM","LAO","Lao PDR","YR2007","2007","-117700",""
"SM.POP.NETM","LAO","Lao PDR","YR2002","2002","-175100",""
"SM.POP.NETM","LAO","Lao PDR","YR1997","1997","-131254",""
"SM.POP.NETM","LAO","Lao PDR","YR1992","1992","-45184",""
"SM.POP.NETM","LAO","Lao PDR","YR1987","1987","138",""
"SM.POP.NETM","LAO","Lao PDR","YR1982","1982","-35110",""
"SM.POP.NETM","LAO","Lao PDR","YR1977","1977","-198756",""
"SM.POP.NETM","LAO","Lao PDR","YR1972","1972","46",""
"SM.POP.NETM","LAO","Lao PDR","YR1967","1967","30",""
"SM.POP.NETM","LAO","Lao PDR","YR1962","1962","76",""
"SM.POP.NETM","LCN","Latin America & Caribbean (all income levels)","YR2012","2012","-2081948",""
"SM.POP.NETM","LCN","Latin America & Caribbean (all income levels)","YR2007","2007","-2675725",""
"SM.POP.NETM","LCN","Latin America & Caribbean (all income levels)","YR2002","2002","-5546821",""
"SM.POP.NETM","LCN","Latin America & Caribbean (all income levels)","YR1997","1997","-4325806",""
"SM.POP.NETM","LCN","Latin America & Caribbean (all income levels)","YR1992","1992","-3239912",""
"SM.POP.NETM","LCN","Latin America & Caribbean (all income levels)","YR1987","1987","-3509490",""
"SM.POP.NETM","LCN","Latin America & Caribbean (all income levels)","YR1982","1982","-3443208",""
"SM.POP.NETM","LCN","Latin America & Caribbean (all income levels)","YR1977","1977","-3146290",""
"SM.POP.NETM","LCN","Latin America & Caribbean (all income levels)","YR1972","1972","-2220184",""
"SM.POP.NETM","LCN","Latin America & Caribbean (all income levels)","YR1967","1967","-2001834",""
"SM.POP.NETM","LCN","Latin America & Caribbean (all income levels)","YR1962","1962","-1400307",""
"SM.POP.NETM","LAC","Latin America & Caribbean (developing only)","YR2012","2012","-2159855",""
"SM.POP.NETM","LAC","Latin America & Caribbean (developing only)","YR2007","2007","-2640776",""
"SM.POP.NETM","LAC","Latin America & Caribbean (developing only)","YR2002","2002","-5387792",""
"SM.POP.NETM","LAC","Latin America & Caribbean (developing only)","YR1997","1997","-4294365",""
"SM.POP.NETM","LAC","Latin America & Caribbean (developing only)","YR1992","1992","-3247230",""
"SM.POP.NETM","LAC","Latin America & Caribbean (developing only)","YR1987","1987","-3343434",""
"SM.POP.NETM","LAC","Latin America & Caribbean (developing only)","YR1982","1982","-3265079",""
"SM.POP.NETM","LAC","Latin America & Caribbean (developing only)","YR1977","1977","-2963799",""
"SM.POP.NETM","LAC","Latin America & Caribbean (developing only)","YR1972","1972","-1955477",""
"SM.POP.NETM","LAC","Latin America & Caribbean (developing only)","YR1967","1967","-1724440",""
"SM.POP.NETM","LAC","Latin America & Caribbean (developing only)","YR1962","1962","-1205979",""
"SM.POP.NETM","LVA","Latvia","YR2012","2012","-73442",""
"SM.POP.NETM","LVA","Latvia","YR2007","2007","-86168",""
"SM.POP.NETM","LVA","Latvia","YR2002","2002","-82692",""
"SM.POP.NETM","LVA","Latvia","YR1997","1997","-39042",""
"SM.POP.NETM","LVA","Latvia","YR1992","1992","-135622",""
